exam_type,subject,year,region,data_type,grade_system,g1,g2,g3,g4,g5,g6,g7,g8,g9,g10,u,pass_rate,pass_threshold,candidates
GCSE,Physical Education,2010,UK,Exam,A*-G,6.9,17.6,23.3,20.8,21.5,7.0,2.1,0.6,,,0.2,68.6,A*-C,123907
GCSE,Physical Education,2009,UK,Exam,A*-G,7.0,16.3,21.5,20.5,23.3,8.3,2.3,0.6,,,0.2,65.3,A*-C,136631
GCSE,Physical Education,2008,UK,Exam,A*-G,6.5,15.3,20.9,20.6,23.6,9.3,2.7,0.8,,,0.3,63.3,A*-C,149068
GCSE,Physical Education,2007,UK,Exam,A*-G,6.4,14.6,21.0,20.3,23.2,10.2,3.2,0.9,,,0.2,62.3,A*-C,155625
GCSE,Physical Education,2006,UK,Exam,A*-G,6.1,14.0,20.3,20.9,23.8,10.3,3.3,1.0,,,0.3,61.3,A*-C,152826
GCSE,Physical Education,2005,UK,Exam,A*-G,5.5,13.3,20.1,21.2,23.4,11.1,4.0,1.0,,,0.4,60.1,A*-C,144194
GCSE,Physical Education,2004,UK,Exam,A*-G,4.7,12.9,20.2,21.1,23.6,11.7,4.3,1.2,,,0.3,58.9,A*-C,134134
GCSE,Physical Education,2003,UK,Exam,A*-G,4.4,12.1,19.9,20.9,22.5,12.8,5.2,1.7,,,0.5,57.3,A*-C,121932
GCSE,Physical Education,2002,UK,Exam,A*-G,4.5,11.5,19.3,20.9,23.6,13.1,5.1,1.5,,,0.5,56.2,A*-C,116135
GCSE,Physical Education,2001,UK,Exam,A*-G,3.9,10.9,19.0,20.6,24.7,13.6,5.4,1.4,,,0.5,54.4,A*-C,110345
GCSE,Physical Education,2000,UK,Exam,A*-G,4.0,10.8,18.5,20.3,24.4,14.3,5.7,1.5,,,0.5,53.6,A*-C,102511
GCSE,Physical Education,1999,UK,Exam,A*-G,4.1,10.7,17.7,19.5,25.1,14.6,6.2,1.6,,,0.5,52.0,A*-C,96310
GCSE,Physical Education,1998,UK,Exam,A*-G,3.7,10.1,17.5,20.0,24.4,15.2,6.6,1.9,,,0.6,51.3,A*-C,90734
GCSE,Physical Education,1997,UK,Exam,A*-G,4.4,9.1,15.1,18.9,25.1,16.0,8.0,2.6,,,0.7,47.5,A*-C,87106
GCSE,Physical Education,1996,UK,Exam,A*-G,3.9,8.9,14.9,18.7,24.1,17.2,8.5,3.0,,,0.8,46.4,A*-C,79537
GCSE,Physical Education,1995,UK,Exam,A*-G,4.0,8.7,14.4,18.2,24.4,17.3,8.8,3.2,,,1.0,45.3,A*-C,69521
GCSE,Physical Education,1994,UK,Exam,A*-G,3.5,8.2,13.8,18.2,24.1,17.2,9.5,4.0,,,1.4,43.7,A*-C,57430
GCSE,Physical Education,1993,UK,Exam,A*-G,,,,,,,,,,,1.5,44.8,A*-C,49698
GCSE,Preparation for life & work,2018,UK,Exam,A*-G,4.8,15.9,29.8,27.6,12.0,5.1,2.4,1.4,,,1.0,78.1,A*-C,5554
GCSE,Preparation for life & work,2017,UK,Exam,A*-G,4.4,16.2,29.9,27.1,11.1,5.7,2.9,1.3,,,1.3,77.6,A*-C,6052
GCSE,Preparation for life & work,2016,UK,Exam,A*-G,4.3,16.2,30.9,26.7,11.6,5.1,2.8,1.3,,,1.0,78.2,A*-C,6555
GCSE,Preparation for life & work,2015,UK,Exam,A*-G,4.7,16.4,34.0,24.5,10.1,5.0,2.9,1.6,,,0.8,79.6,A*-C,7486
GCSE,Preparation for life & work,2014,UK,Exam,A*-G,2.9,15.9,33.9,26.2,10.3,5.2,3.2,1.5,,,0.9,78.9,A*-C,8175
GCSE,Preparation for life & work,2013,UK,Exam,A*-G,4.4,17.0,32.3,24.0,10.9,5.9,3.3,1.4,,,0.8,77.7,A*-C,8162
GCSE,Preparation for life & work,2012,UK,Exam,A*-G,3.9,15.8,30.4,24.7,11.1,6.1,3.8,2.6,,,1.6,74.8,A*-C,8321
GCSE,Preparation for life & work,2011,UK,Exam,A*-G,3.0,16.8,31.3,21.8,11.6,6.2,4.6,2.7,,,2.0,72.9,A*-C,8541
GCSE,Preparation for life & work,2010,UK,Exam,A*-G,3.9,20.7,29.3,21.5,10.8,6.4,3.8,2.2,,,1.4,75.4,A*-C,9543
GCSE,Religious Studies,2025,England,Exam,9-1,8.4,10.6,12.7,16.6,14.0,10.8,12.1,7.8,4.9,,2.1,73.2,9-4,217483
GCSE,Religious Studies,2024,England,Exam,9-1,7.9,10.9,12.3,16.8,14.1,10.5,12.7,8.0,4.8,,1.9,72.5,9-4,223034
GCSE,Religious Studies,2023,England,Exam,9-1,7.7,10.7,12.1,16.7,14.0,10.9,13.8,8.0,4.4,,1.6,72.2,9-4,222421
GCSE,Religious Studies,2022,England,Exam,9-1,9.7,11.9,13.1,17.2,14.2,10.7,10.3,7.5,3.9,,1.5,76.7,9-4,221983
GCSE,Religious Studies,2021,England,Exam,9-1,11.5,12.4,14.0,15.5,14.2,12.6,9.8,5.8,3.1,,1.1,80.2,9-4,221419
GCSE,Religious Studies,2020,England,Exam,9-1,9.6,11.3,14.0,16.3,15.4,13.9,10.9,5.5,2.6,,0.5,80.5,9-4,226767
GCSE,Religious Studies,2019,England,Exam,9-1,7.4,10.5,12.6,16.1,14.3,11.4,14.0,8.0,4.2,,1.5,72.3,9-4,227913
GCSE,Religious Studies,2018,UK,Exam,A*-G,7.1,10.1,12.7,16.0,14.5,11.4,13.7,8.4,,,1.7,71.8,A*-C,229183
GCSE,Religious Studies,2018,UK,Exam,A*-G,7.1,10.1,12.7,16.0,14.5,11.5,13.6,8.4,,,1.7,71.9,A*-C,229765
GCSE,Religious Studies,2018,UK,Exam,A*-G,11.3,20.6,22.7,19.0,10.6,6.4,4.2,2.9,,,2.3,73.6,A*-C,23853
GCSE,Religious Studies,2017,UK,Exam,A*-G,10.1,19.5,23.3,18.4,12.2,7.3,4.6,2.7,,,1.8,71.3,A*-C,282193
GCSE,Religious Studies,2016,UK,Exam,A*-G,10.4,19.1,23.5,18.6,12.0,7.2,4.5,2.8,,,2.0,71.6,A*-C,296010
GCSE,Religious Studies,2015,UK,Exam,A*-G,10.8,19.0,23.6,18.8,11.9,7.2,4.4,2.6,,,1.7,72.2,A*-C,295730
GCSE,Religious Studies,2014,UK,Exam,A*-G,10.9,19.3,23.0,18.3,11.8,7.4,4.5,2.8,,,2.0,71.5,A*-C,282099
GCSE,Religious Studies,2013,UK,Exam,A*-G,11.2,19.7,22.8,18.7,11.8,7.0,4.4,2.7,,,1.7,72.4,A*-C,263988
GCSE,Religious Studies,2012,UK,Exam,A*-G,11.8,20.3,22.9,18.7,11.4,6.8,4.2,2.4,,,1.5,73.7,A*-C,239123
GCSE,Religious Studies,2011,UK,Exam,A*-G,11.7,20.2,22.7,18.7,11.4,6.9,4.3,2.5,,,1.6,73.3,A*-C,221974
GCSE,Religious Studies,2010,UK,Exam,A*-G,12.0,20.1,22.6,18.4,11.5,7.1,4.5,2.4,,,1.4,73.1,A*-C,188704
GCSE,Religious Studies,2009,UK,Exam,A*-G,12.6,20.1,22.3,18.4,11.6,7.0,4.3,2.3,,,1.4,73.4,A*-C,182288
GCSE,Religious Studies,2008,UK,Exam,A*-G,13.2,19.4,21.8,18.1,11.7,7.3,4.5,2.5,,,1.5,72.5,A*-C,179139
GCSE,Religious Studies,2007,UK,Exam,A*-G,12.3,19.2,21.4,18.6,11.8,7.5,4.8,2.6,,,1.8,71.5,A*-C,171123
GCSE,Religious Studies,2006,UK,Exam,A*-G,11.2,19.3,21.3,18.8,12.2,7.8,4.7,2.8,,,1.9,70.6,A*-C,159681
GCSE,Religious Studies,2005,UK,Exam,A*-G,10.5,18.8,20.8,18.5,12.5,8.3,5.4,3.1,,,2.1,68.6,A*-C,147516
GCSE,Religious Studies,2004,UK,Exam,A*-G,9.4,17.9,20.3,18.2,13.1,9.0,6.1,3.5,,,2.5,65.8,A*-C,141037
GCSE,Religious Studies,2003,UK,Exam,A*-G,9.1,16.4,19.5,18.8,13.2,9.3,6.3,3.9,,,3.5,63.8,A*-C,132304
GCSE,Religious Studies,2002,UK,Exam,A*-G,8.5,14.6,19.5,19.1,13.0,10.0,7.2,4.4,,,3.7,61.7,A*-C,122637
GCSE,Religious Studies,2001,UK,Exam,A*-G,8.0,13.7,18.5,19.4,13.5,10.7,7.6,4.8,,,3.8,59.6,A*-C,119550
GCSE,Religious Studies,2000,UK,Exam,A*-G,7.5,13.5,18.4,19.5,13.9,10.7,7.7,4.8,,,4.0,58.9,A*-C,116234
GCSE,Religious Studies,1999,UK,Exam,A*-G,6.6,13.1,18.2,20.3,14.3,11.0,8.0,4.9,,,3.6,58.2,A*-C,115679
GCSE,Religious Studies,1998,UK,Exam,A*-G,5.5,12.6,18.5,19.9,14.2,11.3,8.5,5.4,,,4.1,56.5,A*-C,113381
GCSE,Religious Studies,1997,UK,Exam,A*-G,4.9,12.0,18.7,21.0,15.0,11.7,8.5,5.2,,,2.8,56.7,A*-C,118545
GCSE,Religious Studies,1996,UK,Exam,A*-G,4.4,12.0,18.8,20.7,14.7,12.1,8.9,5.3,,,3.1,55.9,A*-C,116549
GCSE,Religious Studies,1995,UK,Exam,A*-G,3.5,12.2,19.6,21.4,14.6,12.3,8.7,5.1,,,2.6,56.7,A*-C,110373
GCSE,Religious Studies,1994,UK,Exam,A*-G,2.9,12.0,19.8,22.1,14.2,12.1,8.9,5.5,,,2.5,56.8,A*-C,102544
GCSE,Religious Studies,1993,UK,Exam,A*-G,,,,,,,,,,,3.2,55.0,A*-C,98549
GCSE,Science: Biology,2025,England,Exam,9-1,13.1,14.3,16.1,20.4,16.1,9.4,5.7,2.6,1.6,,0.7,89.4,9-4,170055
GCSE,Science: Biology,2024,England,Exam,9-1,12.8,14.4,14.8,20.9,16.4,9.9,6.0,2.6,1.6,,0.7,89.2,9-4,180695
GCSE,Science: Biology,2023,England,Exam,9-1,12.5,13.5,16.0,20.7,16.5,10.1,6.1,2.5,1.2,,0.8,89.4,9-4,177904
GCSE,Science: Biology,2022,England,Exam,9-1,16.1,16.2,17.6,19.4,15.0,7.6,4.1,2.6,0.9,,0.6,91.9,9-4,172951
GCSE,Science: Biology,2021,England,Exam,9-1,18.1,18.2,19.5,18.3,12.9,7.1,3.4,1.5,0.7,,0.3,94.1,9-4,170949
GCSE,Science: Biology,2020,England,Exam,9-1,16.6,16.7,19.5,20.3,14.1,7.4,3.3,1.5,0.5,,0.1,94.6,9-4,165371
GCSE,Science: Biology,2019,England,Exam,9-1,12.3,14.4,15.6,20.7,16.8,9.8,5.9,2.5,1.3,,0.7,89.6,9-4,165318
GCSE,Science: Biology,2018,UK,Exam,A*-G,11.9,13.4,16.1,19.6,17.3,10.9,6.7,2.1,,,0.9,89.2,A*-C,164408
GCSE,Science: Biology,2018,UK,Exam,A*-G,12.0,13.3,16.2,19.5,17.3,10.9,6.7,2.1,,,0.9,89.2,A*-C,165245
GCSE,Science: Biology,2018,UK,Exam,A*-G,16.5,27.0,27.9,19.1,4.7,1.9,1.2,0.7,,,1.0,90.5,A*-C,11080
GCSE,Science: Biology,2017,UK,Exam,A*-G,13.3,28.9,29.1,19.1,7.0,1.8,0.5,0.2,,,0.1,90.4,A*-C,143340
GCSE,Science: Biology,2016,UK,Exam,A*-G,13.3,28.1,29.7,19.4,7.1,1.6,0.5,0.1,,,0.2,90.5,A*-C,144148
GCSE,Science: Biology,2015,UK,Exam,A*-G,13.2,28.6,29.7,19.4,6.9,1.6,0.3,0.2,,,0.1,90.9,A*-C,139199
GCSE,Science: Biology,2014,UK,Exam,A*-G,13.6,27.7,29.1,19.9,7.2,1.7,0.5,0.2,,,0.1,90.3,A*-C,141900
GCSE,Science: Biology,2013,UK,Exam,A*-G,14.4,26.0,28.3,21.1,7.7,1.7,0.5,0.2,,,0.1,89.8,A*-C,174428
GCSE,Science: Biology,2012,UK,Exam,A*-G,17.7,28.5,28.7,17.7,5.6,1.2,0.3,0.2,,,0.1,92.6,A*-C,166168
GCSE,Science: Biology,2011,UK,Exam,A*-G,19.5,28.6,27.9,17.1,5.0,1.2,0.4,0.2,,,0.1,93.1,A*-C,147904
GCSE,Science: Biology,2010,UK,Exam,A*-G,18.9,28.0,28.4,17.5,5.0,1.2,0.6,0.2,,,0.2,92.8,A*-C,129464
GCSE,Science: Biology,2009,UK,Exam,A*-G,19.3,28.6,26.8,17.2,5.2,1.7,0.7,0.3,,,0.2,91.9,A*-C,100905
GCSE,Science: Biology,2008,UK,Exam,A*-G,19.1,29.4,26.8,15.8,5.4,2.0,0.8,0.4,,,0.3,91.1,A*-C,85521
GCSE,Science: Biology,2007,UK,Exam,A*-G,18.2,26.5,25.0,19.2,7.3,2.0,0.8,0.4,,,0.6,88.9,A*-C,63208
GCSE,Science: Biology,2006,UK,Exam,A*-G,18.1,26.1,25.2,19.0,7.6,2.2,0.8,0.3,,,0.7,88.4,A*-C,60082
GCSE,Science: Biology,2005,UK,Exam,A*-G,16.9,27.0,24.8,19.5,7.8,2.2,0.8,0.4,,,0.6,88.2,A*-C,56522
GCSE,Science: Biology,2004,UK,Exam,A*-G,16.6,27.0,25.2,19.7,7.7,2.2,0.8,0.3,,,0.5,88.5,A*-C,53389
GCSE,Science: Biology,2003,UK,Exam,A*-G,15.6,25.8,25.5,20.3,8.4,2.5,1.0,0.3,,,0.6,87.2,A*-C,51156
GCSE,Science: Biology,2002,UK,Exam,A*-G,15.5,26.2,26.8,19.8,7.9,2.3,0.8,0.3,,,0.4,88.3,A*-C,49171
GCSE,Science: Biology,2001,UK,Exam,A*-G,15.6,25.4,26.5,20.4,8.1,2.5,0.8,0.2,,,0.5,87.9,A*-C,48958
GCSE,Science: Biology,2000,UK,Exam,A*-G,13.4,26.1,26.5,21.2,8.6,2.6,0.8,0.2,,,0.6,87.2,A*-C,48715
GCSE,Science: Biology,1999,UK,Exam,A*-G,13.5,25.0,27.3,20.7,8.8,2.9,0.8,0.3,,,0.7,86.5,A*-C,47957
GCSE,Science: Biology,1998,UK,Exam,A*-G,11.1,26.1,26.8,21.4,9.1,3.5,1.0,0.2,,,0.8,85.4,A*-C,47532
GCSE,Science: Biology,1997,UK,Exam,A*-G,10.6,24.4,30.1,19.4,8.4,4.4,1.8,0.2,,,0.8,84.5,A*-C,47743
GCSE,Science: Biology,1996,UK,Exam,A*-G,10.5,23.0,30.3,19.6,9.1,4.7,1.8,0.2,,,0.8,83.4,A*-C,48276
GCSE,Science: Biology,1995,UK,Exam,A*-G,6.9,19.6,26.9,21.2,12.2,7.5,2.8,0.5,,,2.4,74.6,A*-C,58917
GCSE,Science: Biology,1994,UK,Exam,A*-G,4.6,16.0,20.9,23.6,15.5,9.8,5.3,2.6,,,1.7,65.1,A*-C,75183
GCSE,Science: Biology,1993,UK,Exam,A*-G,,,,,,,,,,,2.3,60.5,A*-C,91060
GCSE,Science: Chemistry,2025,England,Exam,9-1,14.8,16.0,15.3,19.7,15.6,10.1,5.0,2.0,0.9,,0.5,91.5,9-4,161948
GCSE,Science: Chemistry,2024,England,Exam,9-1,13.9,15.0,15.8,18.3,16.6,10.9,5.7,2.2,1.0,,0.6,90.5,9-4,172533
GCSE,Science: Chemistry,2023,England,Exam,9-1,13.2,14.5,15.9,18.9,16.6,10.6,5.9,2.5,1.0,,0.8,89.7,9-4,171649
GCSE,Science: Chemistry,2022,England,Exam,9-1,16.0,16.6,17.0,17.9,15.8,9.5,4.2,1.9,0.7,,0.4,92.8,9-4,165886
GCSE,Science: Chemistry,2021,England,Exam,9-1,17.7,17.6,19.3,18.0,13.6,8.1,3.5,1.4,0.6,,0.2,94.3,9-4,165188
GCSE,Science: Chemistry,2020,England,Exam,9-1,16.7,16.8,19.7,19.5,15.0,8.0,3.0,1.0,0.3,,0.0,95.7,9-4,158753
GCSE,Science: Chemistry,2019,England,Exam,9-1,13.0,14.6,16.3,18.0,16.9,11.2,6.5,2.1,0.8,,0.6,90.0,9-4,159082
GCSE,Science: Chemistry,2018,UK,Exam,A*-G,12.6,14.3,16.2,17.7,17.0,11.9,7.1,1.8,,,0.7,89.7,A*-C,157664
GCSE,Science: Chemistry,2018,UK,Exam,A*-G,12.6,14.3,16.2,17.7,17.0,11.9,7.0,1.9,,,0.7,89.7,A*-C,158410
GCSE,Science: Chemistry,2018,UK,Exam,A*-G,19.3,27.4,26.9,17.5,4.8,1.8,1.0,0.6,,,0.7,91.1,A*-C,9863
GCSE,Science: Chemistry,2017,UK,Exam,A*-G,15.6,26.8,27.2,20.2,7.6,1.9,0.5,0.1,,,0.1,89.9,A*-C,141867
GCSE,Science: Chemistry,2016,UK,Exam,A*-G,14.6,27.7,28.1,19.9,7.5,1.6,0.4,0.1,,,0.1,90.3,A*-C,141245
GCSE,Science: Chemistry,2015,UK,Exam,A*-G,15.9,27.3,28.5,19.5,6.9,1.4,0.3,0.1,,,0.1,91.2,A*-C,133618
GCSE,Science: Chemistry,2014,UK,Exam,A*-G,14.6,28.0,28.7,19.4,7.2,1.5,0.4,0.1,,,0.1,90.7,A*-C,138238
GCSE,Science: Chemistry,2013,UK,Exam,A*-G,16.6,25.6,26.9,20.9,7.7,1.7,0.4,0.1,,,0.1,90.0,A*-C,166091
GCSE,Science: Chemistry,2012,UK,Exam,A*-G,20.7,27.5,27.1,17.7,5.6,1.0,0.3,0.0,,,0.1,93.0,A*-C,159126
GCSE,Science: Chemistry,2011,UK,Exam,A*-G,22.0,27.7,25.8,17.6,5.4,1.1,0.2,0.1,,,0.1,93.1,A*-C,141724
GCSE,Science: Chemistry,2010,UK,Exam,A*-G,21.3,27.6,26.8,17.9,4.9,1.0,0.3,0.1,,,0.1,93.6,A*-C,121988
GCSE,Science: Chemistry,2009,UK,Exam,A*-G,22.8,28.1,26.3,16.7,4.6,1.0,0.3,0.1,,,0.1,93.9,A*-C,92246
GCSE,Science: Chemistry,2008,UK,Exam,A*-G,23.1,29.6,26.1,15.2,4.3,1.1,0.3,0.2,,,0.1,94.0,A*-C,76656
GCSE,Science: Chemistry,2007,UK,Exam,A*-G,20.3,26.6,24.2,19.8,6.6,1.6,0.4,0.1,,,0.4,90.9,A*-C,59219
GCSE,Science: Chemistry,2006,UK,Exam,A*-G,20.1,25.6,24.9,19.6,6.8,1.9,0.4,0.2,,,0.5,90.2,A*-C,56764
GCSE,Science: Chemistry,2005,UK,Exam,A*-G,20.3,25.7,23.6,20.3,7.3,1.6,0.5,0.2,,,0.5,89.9,A*-C,53428
GCSE,Science: Chemistry,2004,UK,Exam,A*-G,19.3,26.6,23.7,19.9,7.5,1.7,0.7,0.2,,,0.4,89.5,A*-C,51225
GCSE,Science: Chemistry,2003,UK,Exam,A*-G,18.1,25.4,24.0,21.3,7.9,2.0,0.7,0.2,,,0.4,88.8,A*-C,48802
GCSE,Science: Chemistry,2002,UK,Exam,A*-G,16.7,27.0,24.7,20.6,7.8,2.0,0.6,0.2,,,0.4,89.0,A*-C,47068
GCSE,Science: Chemistry,2001,UK,Exam,A*-G,16.1,27.3,25.0,20.6,7.8,2.1,0.5,0.2,,,0.4,89.0,A*-C,46862
GCSE,Science: Chemistry,2000,UK,Exam,A*-G,15.7,26.3,25.7,20.8,8.0,2.2,0.6,0.2,,,0.5,88.5,A*-C,46917
GCSE,Science: Chemistry,1999,UK,Exam,A*-G,15.2,25.9,25.8,20.8,8.2,2.6,0.8,0.1,,,0.6,87.7,A*-C,46968
GCSE,Science: Chemistry,1998,UK,Exam,A*-G,13.5,26.5,27.1,20.6,7.7,2.8,0.8,0.3,,,0.7,87.7,A*-C,46025
GCSE,Science: Chemistry,1997,UK,Exam,A*-G,13.7,21.8,29.4,21.9,7.4,3.5,1.4,0.2,,,0.8,86.8,A*-C,45797
GCSE,Science: Chemistry,1996,UK,Exam,A*-G,11.5,22.7,29.4,22.4,8.0,3.5,1.5,0.2,,,0.8,86.0,A*-C,46885
GCSE,Science: Chemistry,1995,UK,Exam,A*-G,11.0,21.5,28.4,23.2,8.8,4.1,1.6,0.2,,,1.2,84.1,A*-C,43921
GCSE,Science: Chemistry,1994,UK,Exam,A*-G,7.5,20.5,24.6,22.3,12.6,7.2,3.3,1.3,,,0.7,74.9,A*-C,51976
GCSE,Science: Chemistry,1993,UK,Exam,A*-G,,,,,,,,,,,1.1,69.1,A*-C,62247
GCSE,Science: Physics,2025,England,Exam,9-1,13.8,15.0,16.3,20.9,16.0,8.8,6.4,1.4,0.5,,0.9,90.8,9-4,161612
GCSE,Science: Physics,2024,England,Exam,9-1,13.4,14.8,15.8,20.1,16.3,9.9,6.8,1.6,0.7,,0.8,90.2,9-4,172542
GCSE,Science: Physics,2023,England,Exam,9-1,13.1,14.4,15.5,19.9,17.0,10.1,6.7,1.6,0.5,,1.2,90.0,9-4,170964
GCSE,Science: Physics,2022,England,Exam,9-1,15.7,17.4,17.3,19.8,15.3,8.3,3.3,2.0,0.6,,0.4,93.7,9-4,165291
GCSE,Science: Physics,2021,England,Exam,9-1,17.2,18.2,19.9,18.6,13.8,7.6,3.0,1.1,0.4,,0.2,95.3,9-4,163876
GCSE,Science: Physics,2020,England,Exam,9-1,16.4,16.8,19.8,20.0,15.2,7.9,2.9,0.8,0.2,,0.0,96.1,9-4,157486
GCSE,Science: Physics,2019,England,Exam,9-1,12.5,15.1,16.2,18.6,16.8,11.6,6.3,1.7,0.6,,0.6,90.8,9-4,157819
GCSE,Science: Physics,2018,UK,Exam,A*-G,12.2,13.9,16.4,18.8,17.2,12.1,6.8,1.4,,,0.7,90.6,A*-C,155994
GCSE,Science: Physics,2018,UK,Exam,A*-G,12.2,14.0,16.3,18.8,17.2,12.1,6.8,1.4,,,0.7,90.6,A*-C,156720
GCSE,Science: Physics,2018,UK,Exam,A*-G,19.4,26.8,27.4,18.0,4.6,1.7,1.0,0.5,,,0.6,91.6,A*-C,9742
GCSE,Science: Physics,2017,UK,Exam,A*-G,15.5,26.4,27.7,21.3,7.2,1.4,0.3,0.1,,,0.1,90.8,A*-C,141977
GCSE,Science: Physics,2016,UK,Exam,A*-G,15.1,26.8,28.4,20.6,7.2,1.4,0.3,0.1,,,0.1,90.9,A*-C,139805
GCSE,Science: Physics,2015,UK,Exam,A*-G,15.1,28.0,28.9,20.0,6.6,1.0,0.3,0.0,,,0.1,92.0,A*-C,133610
GCSE,Science: Physics,2014,UK,Exam,A*-G,14.9,27.1,28.9,20.4,6.9,1.3,0.3,0.1,,,0.1,91.3,A*-C,137227
GCSE,Science: Physics,2013,UK,Exam,A*-G,16.0,25.5,27.8,21.5,7.4,1.3,0.3,0.1,,,0.1,90.8,A*-C,160735
GCSE,Science: Physics,2012,UK,Exam,A*-G,19.2,27.1,28.1,18.8,5.4,1.1,0.2,0.1,,,0.0,93.2,A*-C,157377
GCSE,Science: Physics,2011,UK,Exam,A*-G,21.2,27.3,27.2,18.0,5.0,0.9,0.3,0.0,,,0.1,93.7,A*-C,140183
GCSE,Science: Physics,2010,UK,Exam,A*-G,21.1,27.3,26.8,18.4,5.1,0.9,0.2,0.1,,,0.1,93.6,A*-C,120455
GCSE,Science: Physics,2009,UK,Exam,A*-G,21.6,27.7,26.1,17.7,5.4,1.0,0.3,0.1,,,0.1,93.1,A*-C,91179
GCSE,Science: Physics,2008,UK,Exam,A*-G,22.7,28.9,25.8,16.1,4.8,1.1,0.4,0.1,,,0.1,93.5,A*-C,75383
GCSE,Science: Physics,2007,UK,Exam,A*-G,20.7,26.7,24.2,19.0,6.9,1.6,0.4,0.1,,,0.4,90.6,A*-C,58391
GCSE,Science: Physics,2006,UK,Exam,A*-G,20.7,26.1,24.1,19.7,6.9,1.6,0.4,0.1,,,0.4,90.6,A*-C,56035
GCSE,Science: Physics,2005,UK,Exam,A*-G,20.3,26.6,24.2,19.4,7.0,1.6,0.4,0.1,,,0.4,90.5,A*-C,52568
GCSE,Science: Physics,2004,UK,Exam,A*-G,19.4,27.1,23.5,19.9,7.4,1.6,0.5,0.1,,,0.5,89.9,A*-C,50404
GCSE,Science: Physics,2003,UK,Exam,A*-G,18.4,26.6,23.4,20.4,7.9,2.1,0.5,0.2,,,0.5,88.8,A*-C,47953
GCSE,Science: Physics,2002,UK,Exam,A*-G,18.5,26.3,23.2,20.5,8.1,2.0,0.6,0.2,,,0.6,88.5,A*-C,46511
GCSE,Science: Physics,2001,UK,Exam,A*-G,17.4,26.4,24.4,20.4,7.9,2.1,0.6,0.2,,,0.6,88.6,A*-C,46477
GCSE,Science: Physics,2000,UK,Exam,A*-G,17.1,26.0,24.7,20.2,8.3,2.2,0.7,0.2,,,0.6,88.0,A*-C,46627
GCSE,Science: Physics,1999,UK,Exam,A*-G,18.1,24.4,24.3,20.7,8.4,2.4,0.8,0.2,,,0.7,87.5,A*-C,46685
GCSE,Science: Physics,1998,UK,Exam,A*-G,15.8,24.6,25.1,21.1,8.6,2.8,0.8,0.2,,,0.8,86.6,A*-C,45319
GCSE,Science: Physics,1997,UK,Exam,A*-G,13.6,22.7,29.4,20.6,7.5,3.8,1.5,0.1,,,0.8,86.2,A*-C,44892
GCSE,Science: Physics,1996,UK,Exam,A*-G,13.3,22.0,31.2,18.8,7.6,4.1,1.8,0.2,,,1.0,85.3,A*-C,46446
GCSE,Science: Physics,1995,UK,Exam,A*-G,12.9,21.2,30.8,20.4,7.7,3.9,1.7,0.2,,,1.2,85.3,A*-C,43839
GCSE,Science: Physics,1994,UK,Exam,A*-G,9.0,19.0,21.5,24.6,12.7,7.4,3.4,1.5,,,0.9,74.1,A*-C,53503
GCSE,Science: Physics,1993,UK,Exam,A*-G,,,,,,,,,,,1.1,68.2,A*-C,65276
GCSE,Science: Double Award,2025,England,Exam,9-1,1.1,2.8,5.2,10.3,17.6,20.6,21.5,12.5,6.1,,2.4,57.6,9-4,925606
GCSE,Science: Double Award,2024,England,Exam,9-1,1.1,2.7,5.0,9.7,17.2,21.3,21.5,12.7,6.1,,2.6,57.1,9-4,916080
GCSE,Science: Double Award,2023,England,Exam,9-1,1.1,2.5,5.0,9.9,17.3,20.9,21.6,13.0,6.1,,2.7,56.6,9-4,874002
GCSE,Science: Double Award,2022,England,Exam,9-1,1.3,3.0,6.0,10.1,18.7,21.3,21.5,11.4,4.7,,1.9,60.5,9-4,843944
GCSE,Science: Double Award,2021,England,Exam,9-1,1.6,3.6,7.0,11.2,18.6,22.7,18.5,11.0,4.9,,0.9,64.7,9-4,835628
GCSE,Science: Double Award,2020,England,Exam,9-1,1.4,3.0,6.0,11.2,19.5,23.3,20.0,10.9,4.3,,0.4,64.4,9-4,819420
GCSE,Science: Double Award,2019,England,Exam,9-1,0.9,2.2,4.4,8.9,17.8,21.2,21.7,14.6,6.2,,3.1,55.4,9-4,778626
GCSE,Science: Double Award,2018,UK,Exam,A*-G,0.8,2.1,4.5,8.5,17.4,21.5,23.7,13.8,,,1.8,54.8,A*-C,740916
GCSE,Science: Double Award,2018,UK,Exam,A*-G,0.8,2.1,4.5,8.6,17.3,21.5,23.8,13.7,,,1.8,54.8,A*-C,742648
GCSE,Science: Double Award,2018,UK,Exam,A*-G,2.4,8.4,17.5,32.7,14.1,8.9,6.8,5.2,,,4.0,61.0,A*-C,58432
GCSE,Science: Double Award,2010,UK,Exam,A*-G,5.7,18.0,31.9,31.6,8.9,2.3,0.7,0.2,,,0.7,87.2,A*-C,14994
GCSE,Science: Double Award,2009,UK,Exam,A*-G,5.4,17.3,30.4,33.8,9.9,2.0,0.4,0.1,,,0.7,86.9,A*-C,15188
GCSE,Science: Double Award,2008,UK,Exam,A*-G,5.2,16.7,29.9,34.5,9.5,2.7,0.7,0.2,,,0.6,86.3,A*-C,16866
GCSE,Science: Double Award,2007,UK,Exam,A*-G,5.2,9.5,15.0,28.9,19.5,11.4,6.3,2.6,,,1.6,58.6,A*-C,956056
